/content/gdrive/My Drive/Colab Notebooks/fairseq_wav2vec/dataset
database_sa1_Jan08_Mar19_cleaned_utt_0000016153-1.wav	122400
database_sa1_Jan08_Mar19_cleaned_utt_0000017068-1.wav	43840
database_sa1_Jan08_Mar19_cleaned_utt_0000017360-1.wav	90400
database_sa1_Jan08_Mar19_cleaned_utt_0000018188-6.wav	60800
database_sa1_Jan08_Mar19_cleaned_utt_0000018733-1.wav	111360
database_sa1_Jan08_Mar19_cleaned_utt_0000016750-1.wav	85440
database_sa1_Jan08_Mar19_cleaned_utt_0000015993-1.wav	136960
database_sa1_Jan08_Mar19_cleaned_utt_0000018139-1.wav	40160
database_sa1_Jan08_Mar19_cleaned_utt_0000018268-1.wav	41600
database_sa1_Jan08_Mar19_cleaned_utt_0000018230-1.wav	198400
database_sa1_Jan08_Mar19_cleaned_utt_0000017525-1.wav	84960
database_sa1_Jan08_Mar19_cleaned_utt_0000016210-1.wav	68800
database_sa1_Jan08_Mar19_cleaned_utt_0000016830-1.wav	74880
database_sa1_Jan08_Mar19_cleaned_utt_0000018635-1.wav	80640
database_sa1_Jan08_Mar19_cleaned_utt_0000018224-1.wav	144960
database_sa1_Jan08_Mar19_cleaned_utt_0000016734-1.wav	45600
database_sa1_Jan08_Mar19_cleaned_utt_0000016633-1.wav	118240
database_sa1_Jan08_Mar19_cleaned_utt_0000017642-1.wav	145440
database_sa1_Jan08_Mar19_cleaned_utt_0000017053-1.wav	75680
database_sa1_Jan08_Mar19_cleaned_utt_0000016607-1.wav	74880
database_sa1_Jan08_Mar19_cleaned_utt_0000017633-1.wav	167680
database_sa1_Jan08_Mar19_cleaned_utt_0000018295-1.wav	229280
database_sa1_Jan08_Mar19_cleaned_utt_0000020944-1.wav	168320
database_sa1_Jan08_Mar19_cleaned_utt_0000020479-1.wav	80160
database_sa1_Jan08_Mar19_cleaned_utt_0000018814-1.wav	72800
database_sa1_Jan08_Mar19_cleaned_utt_0000019803-2.wav	168640
database_sa1_Jan08_Mar19_cleaned_utt_0000019763-1.wav	215200
database_sa1_Jan08_Mar19_cleaned_utt_0000021012-1.wav	146560
database_sa1_Jan08_Mar19_cleaned_utt_0000019214-1.wav	195360
database_sa1_Jan08_Mar19_cleaned_utt_0000021200-1.wav	56480
database_sa1_Jan08_Mar19_cleaned_utt_0000019980-1.wav	93760
database_sa1_Jan08_Mar19_cleaned_utt_0000019574-1.wav	116800
database_sa1_Jan08_Mar19_cleaned_utt_0000020511-1.wav	133120
database_sa1_Jan08_Mar19_cleaned_utt_0000019282-1.wav	123840
database_sa1_Jan08_Mar19_cleaned_utt_0000020905-2.wav	97440
database_sa1_Jan08_Mar19_cleaned_utt_0000019969-1.wav	229600
database_sa1_Jan08_Mar19_cleaned_utt_0000020972-1.wav	66560
database_sa1_Jan08_Mar19_cleaned_utt_0000021169-1.wav	91680
database_sa1_Jan08_Mar19_cleaned_utt_0000019765-1.wav	179360
database_sa1_Jan08_Mar19_cleaned_utt_0000018980-1.wav	148960
database_sa1_Jan08_Mar19_cleaned_utt_0000020252-1.wav	158400
database_sa1_Jan08_Mar19_cleaned_utt_0000020302-1.wav	143680
database_sa1_Jan08_Mar19_cleaned_utt_0000021141-1.wav	89920
database_sa1_Jan08_Mar19_cleaned_utt_0000020336-1.wav	77600
database_sa1_Jan08_Mar19_cleaned_utt_0000020520-1.wav	57920
database_sa1_Jan08_Mar19_cleaned_utt_0000020826-1.wav	138560
database_sa1_Jan08_Mar19_cleaned_utt_0000021222-06.wav	227040
database_sa1_Jan08_Mar19_cleaned_utt_0000018760-1.wav	97920
database_sa1_Jan08_Mar19_cleaned_utt_0000021170-1.wav	201600
database_sa1_Jan08_Mar19_cleaned_utt_0000020969-2.wav	31200
database_sa1_Jan08_Mar19_cleaned_utt_0000018923-1.wav	121440
database_sa1_Jan08_Mar19_cleaned_utt_0000018789-1.wav	99520
database_sa1_Jan08_Mar19_cleaned_utt_0000019583-1.wav	67680
database_sa1_Jan08_Mar19_cleaned_utt_0000020292-1.wav	168800
database_sa1_Jan08_Mar19_cleaned_utt_0000020893-1.wav	109440
database_sa1_Jan08_Mar19_cleaned_utt_0000021019-1.wav	115680
database_sa1_Jan08_Mar19_cleaned_utt_0000020815-1.wav	41760
database_sa1_Jan08_Mar19_cleaned_utt_0000020062-1.wav	201120
database_sa1_Jan08_Mar19_cleaned_utt_0000021158-1.wav	172320
database_sa1_Jan08_Mar19_cleaned_utt_0000019819-1.wav	163200
database_sa1_Jan08_Mar19_cleaned_utt_0000021447-1.wav	215200
database_sa1_Jan08_Mar19_cleaned_utt_0000021073-2.wav	18080
database_sa1_Jan08_Mar19_cleaned_utt_0000019950-1.wav	102560
database_sa1_Jan08_Mar19_cleaned_utt_0000021228-1.wav	128640
database_sa1_Jan08_Mar19_cleaned_utt_0000020627-1.wav	147200
database_sa1_Jan08_Mar19_cleaned_utt_0000019123-2.wav	79200
database_sa1_Jan08_Mar19_cleaned_utt_0000021035-1.wav	115040
database_sa1_Jan08_Mar19_cleaned_utt_0000020362-1.wav	70400
database_sa1_Jan08_Mar19_cleaned_utt_0000019496-1.wav	147840
database_sa1_Jan08_Mar19_cleaned_utt_0000021352-1.wav	176320
database_sa1_Jan08_Mar19_cleaned_utt_0000020805-1.wav	121760
database_sa1_Jan08_Mar19_cleaned_utt_0000018935-1.wav	111360
database_sa1_Jan08_Mar19_cleaned_utt_0000021316-1.wav	151680
database_sa1_Jan08_Mar19_cleaned_utt_0000021201-1.wav	225440
database_sa1_Jan08_Mar19_cleaned_utt_0000019560-1.wav	66560
database_sa1_Jan08_Mar19_cleaned_utt_0000021387-1.wav	125920
database_sa1_Jan08_Mar19_cleaned_utt_0000020663-1.wav	20800
database_sa1_Jan08_Mar19_cleaned_utt_0000019621-1.wav	88640
database_sa1_Jan08_Mar19_cleaned_utt_0000021034-1.wav	48160
database_sa1_Jan08_Mar19_cleaned_utt_0000019025-2.wav	211360
database_sa1_Jan08_Mar19_cleaned_utt_0000019024-3.wav	108000
database_sa1_Jan08_Mar19_cleaned_utt_0000020885-1.wav	40960
database_sa1_Jan08_Mar19_cleaned_utt_0000018930-1.wav	34880
database_sa1_Jan08_Mar19_cleaned_utt_0000021120-1.wav	155520
database_sa1_Jan08_Mar19_cleaned_utt_0000020904-2.wav	160320
database_sa1_Jan08_Mar19_cleaned_utt_0000020793-1.wav	109280
database_sa1_Jan08_Mar19_cleaned_utt_0000018770-1.wav	192000
database_sa1_Jan08_Mar19_cleaned_utt_0000021308-3.wav	21760
database_sa1_Jan08_Mar19_cleaned_utt_0000020570-1.wav	148960
database_sa1_Jan08_Mar19_cleaned_utt_0000021428-1.wav	89600
database_sa1_Jan08_Mar19_cleaned_utt_0000018989-1.wav	168160
database_sa1_Jan08_Mar19_cleaned_utt_0000020565-1.wav	95200
database_sa1_Jan08_Mar19_cleaned_utt_0000020461-1.wav	165600
database_sa1_Jan08_Mar19_cleaned_utt_0000021261-2.wav	18080
database_sa1_Jan08_Mar19_cleaned_utt_0000020844-1.wav	127680
database_sa1_Jan08_Mar19_cleaned_utt_0000021268-1.wav	158080
database_sa1_Jan08_Mar19_cleaned_utt_0000019485-1.wav	101600
database_sa1_Jan08_Mar19_cleaned_utt_0000018857-1.wav	105440
database_sa1_Jan08_Mar19_cleaned_utt_0000020277-1.wav	129120
database_sa1_Jan08_Mar19_cleaned_utt_0000019441-1.wav	106880
database_sa1_Jan08_Mar19_cleaned_utt_0000019689-1.wav	100960
database_sa1_Jan08_Mar19_cleaned_utt_0000020311-1.wav	223040
database_sa1_Jan08_Mar19_cleaned_utt_0000021092-2.wav	64640
database_sa1_Jan08_Mar19_cleaned_utt_0000019832-1.wav	75360
database_sa1_Jan08_Mar19_cleaned_utt_0000020623-1.wav	58080
database_sa1_Jan08_Mar19_cleaned_utt_0000019984-1.wav	129760
database_sa1_Jan08_Mar19_cleaned_utt_0000021273-1.wav	134880
database_sa1_Jan08_Mar19_cleaned_utt_0000018752-2.wav	152320
database_sa1_Jan08_Mar19_cleaned_utt_0000019682-1.wav	53280
database_sa1_Jan08_Mar19_cleaned_utt_0000019557-1.wav	118720
database_sa1_Jan08_Mar19_cleaned_utt_0000019431-2.wav	22560
database_sa1_Jan08_Mar19_cleaned_utt_0000019639-2.wav	77440
database_sa1_Jan08_Mar19_cleaned_utt_0000019659-1.wav	62880
database_sa1_Jan08_Mar19_cleaned_utt_0000019929-1.wav	91520
database_sa1_Jan08_Mar19_cleaned_utt_0000019208-1.wav	86080
database_sa1_Jan08_Mar19_cleaned_utt_0000019149-1.wav	148640
database_sa1_Jan08_Mar19_cleaned_utt_0000020491-1.wav	183680
database_sa1_Jan08_Mar19_cleaned_utt_0000019171-1.wav	129120
database_sa1_Jan08_Mar19_cleaned_utt_0000021470-1.wav	108800
database_sa1_Jan08_Mar19_cleaned_utt_0000022453-1.wav	183200
database_sa1_Jan08_Mar19_cleaned_utt_0000023980-1.wav	123840
database_sa1_Jan08_Mar19_cleaned_utt_0000023405-1.wav	92960
database_sa1_Jan08_Mar19_cleaned_utt_0000023971-1.wav	126080
database_sa1_Jan08_Mar19_cleaned_utt_0000024960-1.wav	63840
database_sa1_Jan08_Mar19_cleaned_utt_0000024510-1.wav	86560
database_sa1_Jan08_Mar19_cleaned_utt_0000021448-1.wav	141440
database_sa1_Jan08_Mar19_cleaned_utt_0000022055-1.wav	175360
database_sa1_Jan08_Mar19_cleaned_utt_0000022927-1.wav	45120
database_sa1_Jan08_Mar19_cleaned_utt_0000022968-1.wav	72320
database_sa1_Jan08_Mar19_cleaned_utt_0000023664-1.wav	235680
database_sa1_Jan08_Mar19_cleaned_utt_0000023055-1.wav	233920
database_sa1_Jan08_Mar19_cleaned_utt_0000023936-1.wav	115360
database_sa1_Jan08_Mar19_cleaned_utt_0000024139-1.wav	103680
database_sa1_Jan08_Mar19_cleaned_utt_0000022050-1.wav	42720
database_sa1_Jan08_Mar19_cleaned_utt_0000024395-2.wav	25600
database_sa1_Jan08_Mar19_cleaned_utt_0000022886-1.wav	146240
database_sa1_Jan08_Mar19_cleaned_utt_0000021954-1.wav	107520
database_sa1_Jan08_Mar19_cleaned_utt_0000023996-1.wav	33120
database_sa1_Jan08_Mar19_cleaned_utt_0000023380-1.wav	96480
database_sa1_Jan08_Mar19_cleaned_utt_0000023165-1.wav	202400
database_sa1_Jan08_Mar19_cleaned_utt_0000024206-1.wav	193120
database_sa1_Jan08_Mar19_cleaned_utt_0000021518-1.wav	171200
database_sa1_Jan08_Mar19_cleaned_utt_0000023525-1.wav	70080
database_sa1_Jan08_Mar19_cleaned_utt_0000022898-1.wav	153600
database_sa1_Jan08_Mar19_cleaned_utt_0000021980-1.wav	123200
database_sa1_Jan08_Mar19_cleaned_utt_0000021747-1.wav	156000
database_sa1_Jan08_Mar19_cleaned_utt_0000023449-2.wav	31200
database_sa1_Jan08_Mar19_cleaned_utt_0000024030-1.wav	18560
database_sa1_Jan08_Mar19_cleaned_utt_0000023387-1.wav	201120
database_sa1_Jan08_Mar19_cleaned_utt_0000022608-1.wav	65120
database_sa1_Jan08_Mar19_cleaned_utt_0000022464-1.wav	132960
database_sa1_Jan08_Mar19_cleaned_utt_0000022380-1.wav	76000
database_sa1_Jan08_Mar19_cleaned_utt_0000021562-1.wav	170400
database_sa1_Jan08_Mar19_cleaned_utt_0000025028-1.wav	146880
database_sa1_Jan08_Mar19_cleaned_utt_0000021466-1.wav	144160
database_sa1_Jan08_Mar19_cleaned_utt_0000021988-4.wav	53440
database_sa1_Jan08_Mar19_cleaned_utt_0000023240-1.wav	156800
database_sa1_Jan08_Mar19_cleaned_utt_0000023262-1.wav	100960
database_sa1_Jan08_Mar19_cleaned_utt_0000021977-1.wav	118240
database_sa1_Jan08_Mar19_cleaned_utt_0000022430-1.wav	29760
database_sa1_Jan08_Mar19_cleaned_utt_0000024767-1.wav	177760
database_sa1_Jan08_Mar19_cleaned_utt_0000024725-2.wav	17120
database_sa1_Jan08_Mar19_cleaned_utt_0000021567-1.wav	161120
database_sa1_Jan08_Mar19_cleaned_utt_0000023613-1.wav	126240
database_sa1_Jan08_Mar19_cleaned_utt_0000024204-1.wav	73120
database_sa1_Jan08_Mar19_cleaned_utt_0000022148-1.wav	52320
database_sa1_Jan08_Mar19_cleaned_utt_0000021925-1.wav	157280
database_sa1_Jan08_Mar19_cleaned_utt_0000025190-1.wav	58720
database_sa1_Jan08_Mar19_cleaned_utt_0000024701-1.wav	101760
database_sa1_Jan08_Mar19_cleaned_utt_0000023803-1.wav	111040
database_sa1_Jan08_Mar19_cleaned_utt_0000022186-1.wav	69440
database_sa1_Jan08_Mar19_cleaned_utt_0000024424-1.wav	84320
